scientificName,species,order,NAME_0,NAME_1,TYPE_1,ENGTYPE_1,DEP_ID,year,basisOfRecord,elevation,regbio,longitude,latitude,region
"Marmosops impavidus (Tschudi, 1845)",Marmosops caucae,Didelphimorphia,Colombia,Valle del Cauca,Departamento,Department,COL_30,2012,Especimen,1611,35,-76.609444,3.390556,2
"Marmosa phaea Thomas, 1899",Micoureus phaeus,Didelphimorphia,Colombia,Cauca,Departamento,Department,COL_11,1959,Especimen,1794,35,-76.883333,2.533333,2
"Monodelphis adusta (Thomas, 1897)",Monodelphis adusta,Didelphimorphia,Colombia,Risaralda,Departamento,Department,COL_25,2010,Especimen,1846,35,-76.021972,5.01775,2
"Cryptotis squamipes (J.A.Allen, 1912)",Cryptotis squamipes,Eulipotyphla,Colombia,Valle del Cauca,Departamento,Department,COL_30,1996,Especimen,2030,35,-76.2915,4.74726,2
"Cryptotis squamipes (J.A.Allen, 1912)",Cryptotis squamipes,Eulipotyphla,Colombia,Cauca,Departamento,Department,COL_11,NA,Especimen,2570,35,-76.900568,2.633331,2
"Caenolestes convelatus Anthony, 1924",Caenolestes convelatus,Paucituberculata,Colombia,Valle del Cauca,Departamento,Department,COL_30,2009,Especimen,2249,35,-76.296083,4.741583,2
"Caenolestes fuliginosus (Tomes, 1863)",Caenolestes fuliginosus,Paucituberculata,Colombia,Risaralda,Departamento,Department,COL_25,1981,Especimen,2498,35,-76.018056,5.15,2
"Tamandua mexicana (Saussure, 1860)",Tamandua mexicana,Pilosa,Colombia,Cauca,Departamento,Department,COL_11,1958,Especimen,1794,35,-76.883333,2.533333,2
"Tamandua mexicana (Saussure, 1860)",Tamandua mexicana,Pilosa,Colombia,Risaralda,Departamento,Department,COL_25,2016,Fotografia,2206,35,-76.113194,5.264528,2
"Alouatta seniculus (Linnaeus, 1766)",Alouatta seniculus,Primates,Colombia,Cauca,Departamento,Department,COL_11,1998,Especimen,1412,35,-77.285556,2.468333,2
"Sapajus apella (Linnaeus, 1758)",Sapajus apella,Primates,Colombia,Cauca,Departamento,Department,COL_11,NA,Especimen,1655,35,-77.305556,2.468333,2
"Chilomys instans (Thomas, 1895)",Chilomys instans,Rodentia,Colombia,Valle del Cauca,Departamento,Department,COL_30,2010,Especimen,2249,35,-76.296083,4.741583,2
"Cuniculus paca (Linnaeus, 1766)",Cuniculus paca,Rodentia,Colombia,Risaralda,Departamento,Department,COL_25,2016,Fotografia,2091,35,-76.075,5.014444,2
"Dasyprocta punctata Gray, 1842",Dasyprocta punctata,Rodentia,Colombia,Valle del Cauca,Departamento,Department,COL_30,1986,Especimen,1831,35,-76.17177,4.82009,2
"Dinomys branickii Peters, 1873",Dinomys branickii,Rodentia,Colombia,Cauca,Departamento,Department,COL_11,1967,Especimen,787,35,-77.01,2.24,2
"Diplomys labilis (Bangs, 1901)",Diplomys labilis,Rodentia,Colombia,Cauca,Departamento,Department,COL_11,1958,Especimen,1778,35,-76.958626,2.634546,2
"Oryzomys alfaroi (J.A.Allen, 1891)",Handleyomys alfaroi,Rodentia,Colombia,Choco,Departamento,Department,COL_13,1991,Especimen,1222,35,-76.0682,5.46341,5
"Ichthyomys hydrobates (Winge, 1891)",Ichthyomys hydrobates,Rodentia,Colombia,Cauca,Departamento,Department,COL_11,1958,Especimen,1777,35,-76.866667,2.483333,2
"Microryzomys altissimus (Osgood, 1933)",Microryzomys altissimus,Rodentia,Colombia,Valle del Cauca,Departamento,Department,COL_30,2002,Especimen,2249,35,-76.296083,4.741583,2
"Microsciurus flaviventer (Gray, 1867)",Microsciurus flaviventer,Rodentia,Colombia,Valle del Cauca,Departamento,Department,COL_30,1965,Especimen,1292,35,-76.65,3.216667,2
"Neacomys tenuipes Thomas, 1900",Neacomys tenuipes,Rodentia,Colombia,Choco,Departamento,Department,COL_13,1991,Especimen,1222,35,-76.0682,5.46441,5
"Oryzomys albigularis (Tomes, 1860)",Nephelomys albigularis,Rodentia,Colombia,Choco,Departamento,Department,COL_13,1991,Especimen,1222,35,-76.0682,5.46341,5
"Oryzomys albigularis (Tomes, 1860)",Nephelomys albigularis,Rodentia,Colombia,Cauca,Departamento,Department,COL_11,1959,Especimen,2412,35,-76.95,2.53333,2
"Nephelomys pectoralis (J.A.Allen, 1912)",Nephelomys pectoralis,Rodentia,Colombia,Cauca,Departamento,Department,COL_11,1911,Especimen,2343,35,-77,2.466667,2
"Neusticomys monticolus Anthony, 1921",Neusticomys monticolus,Rodentia,Colombia,Antioquia,Departamento,Department,COL_2,2001,Especimen,1763,35,-75.9342,5.60056,2
"Sciurus granatensis Humboldt, 1811",Notosciurus granatensis,Rodentia,Colombia,Risaralda,Departamento,Department,COL_25,1909,Especimen,1417,35,-76.033043,5.235499,2
"Oecomys bicolor (Tomes, 1860)",Oecomys bicolor,Rodentia,Colombia,Choco,Departamento,Department,COL_13,1991,Especimen,1572,35,-76.0695,5.46706,5
"Oecomys concolor (Wagner, 1845)",Oecomys concolor,Rodentia,Colombia,Cauca,Departamento,Department,COL_11,1958,Especimen,1794,35,-76.883333,2.533333,2
"Oligoryzomys fulvescens (Saussure, 1860)",Oligoryzomys delicatus,Rodentia,Colombia,Risaralda,Departamento,Department,COL_25,1991,Especimen,1686,35,-75.9959,5.1933,2
"Rhipidomys caucensis J.A.Allen, 1913",Rhipidomys caucensis,Rodentia,Colombia,Valle del Cauca,Departamento,Department,COL_30,1987,Especimen,2277,35,-76.2994,4.74445,2
"Sigmodontomys alfari J.A.Allen, 1897",Sigmodontomys alfari,Rodentia,Colombia,Cauca,Departamento,Department,COL_11,1958,Especimen,1794,35,-76.883333,2.533333,2
"Thomasomys aureus (Tomes, 1860)",Thomasomys aureus,Rodentia,Colombia,Valle del Cauca,Departamento,Department,COL_30,2009,Especimen,2249,35,-76.296083,4.741583,2
"Thomasomys aureus (Tomes, 1860)",Thomasomys aureus,Rodentia,Colombia,Cauca,Departamento,Department,COL_11,1957,Especimen,2412,35,-76.95,2.533333,2
"Thomasomys cinereiventer J.A.Allen, 1912",Thomasomys cinereiventer,Rodentia,Colombia,Valle del Cauca,Departamento,Department,COL_30,2010,Especimen,2249,35,-76.296083,4.741583,2
"Oryzomys bolivaris J.A.Allen, 1901",Transandinomys bolivaris,Rodentia,Colombia,Choco,Departamento,Department,COL_13,1991,Especimen,1222,35,-76.0682,5.46341,5
"Mazama americana (Erxleben, 1777)",Mazama americana,Artiodactyla,Colombia,Cauca,Departamento,Department,COL_11,1958,Especimen,938,36,-77.2,2.666667,2
"Anoura caudifer (E.Geoffroy, 1818)",Anoura caudifer,Chiroptera,Colombia,Risaralda,Departamento,Department,COL_25,2013,Especimen,545,36,-76.152633,5.330575,2
"Artibeus jamaicensis Leach, 1821",Artibeus jamaicensis,Chiroptera,Colombia,Risaralda,Departamento,Department,COL_25,2013,Especimen,545,36,-76.152633,5.330575,2
"Carollia castanea H.Allen, 1890",Carollia castanea,Chiroptera,Colombia,Risaralda,Departamento,Department,COL_25,2013,Especimen,1216,36,-76.128647,5.285353,2
"Carollia perspicillata (Linnaeus, 1758)",Carollia perspicillata,Chiroptera,Colombia,Risaralda,Departamento,Department,COL_25,2013,Especimen,1216,36,-76.128647,5.285353,2
"Centronycteris centralis Thomas, 1912",Centronycteris centralis,Chiroptera,Colombia,Valle del Cauca,Departamento,Department,COL_30,1975,Especimen,693,36,-76.95524,3.61649,2
"Chiroderma salvini Dobson, 1878",Chiroderma salvini,Chiroptera,Colombia,Cauca,Departamento,Department,COL_11,1971,Especimen,938,36,-77.2,2.666667,2
"Dermanura anderseni (Osgood, 1916)",Dermanura anderseni,Chiroptera,Colombia,Risaralda,Departamento,Department,COL_25,2013,Especimen,1216,36,-76.128647,5.285353,2
"Dermanura bogotensis (K.Andersen, 1906)",Dermanura bogotensis,Chiroptera,Colombia,Risaralda,Departamento,Department,COL_25,2013,Especimen,545,36,-76.152633,5.330575,2
"Dermanura glauca (Thomas, 1893)",Dermanura glauca,Chiroptera,Colombia,Risaralda,Departamento,Department,COL_25,2013,Especimen,545,36,-76.152633,5.330575,2
"Dermanura phaeotis Miller, 1902",Dermanura phaeotis,Chiroptera,Colombia,Risaralda,Departamento,Department,COL_25,2013,Especimen,545,36,-76.152633,5.330575,2
"Dermanura rava Miller, 1902",Dermanura rava,Chiroptera,Colombia,Risaralda,Departamento,Department,COL_25,2013,Especimen,545,36,-76.152633,5.330575,2
"Dermanura watsoni (Thomas, 1901)",Dermanura rosenbergi,Chiroptera,Colombia,Cauca,Departamento,Department,COL_11,1970,Especimen,938,36,-77.2,2.666667,2
"Hsunycteris cadenai (Woodman & Timm, 2006)",Hsunycteris cadenai,Chiroptera,Colombia,Risaralda,Departamento,Department,COL_25,1991,Especimen,580,36,-76.088662,5.371548,2
"Lonchophylla thomasi J.A.Allen, 1904",Hsunycteris thomasi,Chiroptera,Colombia,Risaralda,Departamento,Department,COL_25,1991,Especimen,580,36,-76.0887,5.37155,2
"Mesophylla macconnelli Thomas, 1901",Mesophylla macconnelli,Chiroptera,Colombia,Risaralda,Departamento,Department,COL_25,2013,Especimen,1216,36,-76.128647,5.285353,2
"Molossus pretiosus Miller, 1902",Molossus pretiosus,Chiroptera,Colombia,Risaralda,Departamento,Department,COL_25,2013,Especimen,545,36,-76.152633,5.330575,2
"Myotis albescens (E.Geoffroy, 1806)",Myotis albescens,Chiroptera,Colombia,Risaralda,Departamento,Department,COL_25,1991,Especimen,474,36,-76.1462,5.34686,2
"Myotis nigricans (Schinz, 1821)",Myotis nigricans,Chiroptera,Colombia,Risaralda,Departamento,Department,COL_25,1991,Especimen,474,36,-76.1462,5.34686,2
"Phyllostomus discolor Wagner, 1843",Phyllostomus discolor,Chiroptera,Colombia,Risaralda,Departamento,Department,COL_25,2013,Especimen,545,36,-76.152633,5.330575,2
"Phyllostomus latifolius (Thomas, 1901)",Phyllostomus latifolius,Chiroptera,Colombia,Risaralda,Departamento,Department,COL_25,2013,Especimen,545,36,-76.152633,5.330575,2
"Platyrrhinus chocoensis Alberico & Velasco, 1991",Platyrrhinus chocoensis,Chiroptera,Colombia,Risaralda,Departamento,Department,COL_25,2013,Especimen,545,36,-76.152633,5.330575,2
"Platyrrhinus chocoensis Alberico & Velasco, 1991",Platyrrhinus chocoensis,Chiroptera,Colombia,Cauca,Departamento,Department,COL_11,1970,Especimen,938,36,-77.2,2.666667,2
"Platyrrhinus helleri (Peters, 1866)",Platyrrhinus helleri,Chiroptera,Colombia,Risaralda,Departamento,Department,COL_25,2013,Especimen,545,36,-76.152633,5.330575,2
"Platyrrhinus nitelinea Velazco & Gardner, 2009",Platyrrhinus nitelinea,Chiroptera,Colombia,Risaralda,Departamento,Department,COL_25,2013,Especimen,1216,36,-76.128647,5.285353,2
"Rhinophylla alethina Handley, 1966",Rhinophylla alethina,Chiroptera,Colombia,Cauca,Departamento,Department,COL_11,1970,Especimen,938,36,-77.2,2.666667,2
"Rhogeessa io Thomas, 1903",Rhogeessa io,Chiroptera,Colombia,Risaralda,Departamento,Department,COL_25,2013,Especimen,545,36,-76.152633,5.330575,2
"Rhynchonycteris naso (Wied-Neuwied, 1820)",Rhynchonycteris naso,Chiroptera,Colombia,Cauca,Departamento,Department,COL_11,NA,Especimen,475,36,-77.17352,2.6294,2
"Vampyressa melissa Thomas, 1926",Vampyressa melissa,Chiroptera,Colombia,Risaralda,Departamento,Department,COL_25,1991,Especimen,474,36,-76.1462,5.34686,2
"Vampyrodes major G.M.Allen, 1908",Vampyrodes caraccioli,Chiroptera,Colombia,Cauca,Departamento,Department,COL_11,1971,Especimen,938,36,-77.2,2.666667,2
"Cabassous centralis (Miller, 1899)",Cabassous centralis,Cingulata,Colombia,Risaralda,Departamento,Department,COL_25,1989,Especimen,361,36,-76.145974,5.340851,2
"Choloepus hoffmanni Peters, 1858",Choloepus hoffmanni,Pilosa,Colombia,Choco,Departamento,Department,COL_13,2002,Especimen,806,36,-76.261944,5.043611,5
"Heteromys australis Thomas, 1901",Heteromys australis,Rodentia,Colombia,Risaralda,Departamento,Department,COL_25,2013,Especimen,545,36,-76.152633,5.330575,2
"Melanomys caliginosus (Tomes, 1860)",Melanomys caliginosus,Rodentia,Colombia,Risaralda,Departamento,Department,COL_25,2013,Especimen,545,36,-76.152633,5.330575,2
"Microsciurus flaviventer (Gray, 1867)",Microsciurus flaviventer,Rodentia,Colombia,Cauca,Departamento,Department,COL_11,1971,Especimen,938,36,-77.2,2.666667,2
"Microsciurus mimulus (Thomas, 1898)",Microsciurus mimulus,Rodentia,Colombia,Cauca,Departamento,Department,COL_11,1958,Especimen,938,36,-77.2,2.666667,2
"Neacomys spinosus (Thomas, 1882)",Neacomys spinosus,Rodentia,Colombia,Risaralda,Departamento,Department,COL_25,1991,Especimen,474,36,-76.1462,5.34686,2
"Neacomys tenuipes Thomas, 1900",Neacomys tenuipes,Rodentia,Colombia,Risaralda,Departamento,Department,COL_25,2013,Especimen,545,36,-76.152633,5.330575,2
"Transandinomys bolivaris (J.A.Allen, 1901)",Transandinomys bolivaris,Rodentia,Colombia,Cauca,Departamento,Department,COL_11,1958,Especimen,938,36,-77.2,2.666667,2
"Tylomys mirae Thomas, 1899",Tylomys mirae,Rodentia,Colombia,Risaralda,Departamento,Department,COL_25,2013,Especimen,545,36,-76.152633,5.330575,2
"Mazama americana (Erxleben, 1777)",Mazama americana,Artiodactyla,Colombia,Casanare,Intendencia,Intendancy,COL_10,2018,Fotografia,337,37,-72.232608,5.586525,3
"Mazama americana (Erxleben, 1777)",Mazama americana,Artiodactyla,Colombia,Boyaca,Departamento,Department,COL_6,2018,Fotografia,622,37,-72.328903,5.558111,2
"Odocoileus virginianus (Zimmermann, 1780)",Odocoileus virginianus,Artiodactyla,Colombia,Casanare,Intendencia,Intendancy,COL_10,1972,Especimen,215,37,-72.246456,5.242157,3
"Cerdocyon thous (Linnaeus, 1766)",Cerdocyon thous,Carnivora,Colombia,Casanare,Intendencia,Intendancy,COL_10,1972,Especimen,168,37,-72.222903,4.70858,3
"Conepatus semistriatus (Boddaert, 1785)",Conepatus semistriatus,Carnivora,Colombia,Casanare,Intendencia,Intendancy,COL_10,2016,Fotografia,168,37,-72.17041,4.67934,3
"Galictis vittata (Schreber, 1776)",Galictis vittata,Carnivora,Colombia,Casanare,Intendencia,Intendancy,COL_10,2012,Fotografia,698,37,-72.55323,5.20128,3
"Felis pardalis Linnaeus, 1758",Leopardus pardalis,Carnivora,Colombia,Casanare,Intendencia,Intendancy,COL_10,1898,Especimen,377,37,-72.1,5.7,3
"Leopardus tigrinus (Schreber, 1775)",Leopardus tigrinus,Carnivora,Colombia,Casanare,Intendencia,Intendancy,COL_10,2016,Fotografia,168,37,-72.17041,4.67934,3
"Leopardus wiedii (Schinz, 1821)",Leopardus wiedii,Carnivora,Colombia,Casanare,Intendencia,Intendancy,COL_10,2012,Fotografia,200,37,-72.4541,4.94214,3
"Nasua nasua (Linnaeus, 1766)",Nasua nasua,Carnivora,Colombia,Casanare,Intendencia,Intendancy,COL_10,2014,Fotografia,159,37,-72.005472,4.788861,3
"Nasuella olivacea (Gray, 1865)",Nasuella olivacea,Carnivora,Colombia,Casanare,Intendencia,Intendancy,COL_10,2016,Fotografia,168,37,-72.17041,4.67934,3
Procyon cancrivorus G,Procyon cancrivorus,Carnivora,Colombia,Casanare,Intendencia,Intendancy,COL_10,1898,Especimen,377,37,-72.1,5.7,3
"Artibeus jamaicensis Leach, 1821",Artibeus jamaicensis,Chiroptera,Colombia,Casanare,Intendencia,Intendancy,COL_10,2010,Especimen,137,37,-71.138246,6.109425,3
"Artibeus lituratus (Olfers, 1818)",Artibeus lituratus,Chiroptera,Colombia,Casanare,Intendencia,Intendancy,COL_10,2015,Especimen,280,37,-72.491472,5.230167,3
"Artibeus obscurus (Schinz, 1821)",Artibeus obscurus,Chiroptera,Colombia,Casanare,Intendencia,Intendancy,COL_10,2010,Especimen,748,37,-72.822306,5.055361,3
"Artibeus planirostris (Spix, 1823)",Artibeus planirostris,Chiroptera,Colombia,Casanare,Intendencia,Intendancy,COL_10,2015,Especimen,216,37,-72.379806,5.131056,3
"Carollia brevicauda (Schinz, 1821)",Carollia brevicauda,Chiroptera,Colombia,Casanare,Intendencia,Intendancy,COL_10,2015,Especimen,295,37,-72.49225,5.232528,3
"Carollia perspicillata (Linnaeus, 1758)",Carollia perspicillata,Chiroptera,Colombia,Casanare,Intendencia,Intendancy,COL_10,2015,Especimen,280,37,-72.490694,5.23025,3
"Choeroniscus godmani (Thomas, 1903)",Choeroniscus godmani,Chiroptera,Colombia,Casanare,Intendencia,Intendancy,COL_10,NA,Fotografia,370,37,-72.697306,4.999569,3
"Dermanura bogotensis (K.Andersen, 1906)",Dermanura bogotensis,Chiroptera,Colombia,Casanare,Intendencia,Intendancy,COL_10,2015,Especimen,191,37,-71.853461,5.516928,3
"Dermanura gnoma (Handley, 1987)",Dermanura gnoma,Chiroptera,Colombia,Casanare,Intendencia,Intendancy,COL_10,2015,Especimen,197,37,-71.901519,5.564825,3
"Dermanura phaeotis Miller, 1902",Dermanura phaeotis,Chiroptera,Colombia,Casanare,Intendencia,Intendancy,COL_10,2010,Especimen,748,37,-72.822306,5.055361,3
"Desmodus rotundus (E.Geoffroy, 1810)",Desmodus rotundus,Chiroptera,Colombia,Casanare,Intendencia,Intendancy,COL_10,2015,Especimen,368,37,-72.508767,5.229997,3
"Diaemus youngi (Jentink, 1893)",Diaemus youngi,Chiroptera,Colombia,Casanare,Intendencia,Intendancy,COL_10,2015,Especimen,368,37,-72.508767,5.229997,3
"Eumops glaucinus (Wagner, 1843)",Eumops glaucinus,Chiroptera,Colombia,Casanare,Intendencia,Intendancy,COL_10,2016,Especimen,163,37,-72.337611,4.526111,3
"Glossophaga soricina (Pallas, 1766)",Glossophaga soricina,Chiroptera,Colombia,Casanare,Intendencia,Intendancy,COL_10,2015,Especimen,192,37,-71.874364,5.578164,3
"Hsunycteris thomasi (J.A.Allen, 1904)",Hsunycteris thomasi,Chiroptera,Colombia,Casanare,Intendencia,Intendancy,COL_10,2013,Especimen,357,37,-72.40052,5.348903,3
"Lonchophylla robusta Miller, 1912",Lonchophylla robusta,Chiroptera,Colombia,Casanare,Intendencia,Intendancy,COL_10,NA,Fotografia,370,37,-72.697306,4.999569,3
"Micronycteris microtis Miller, 1898",Micronycteris microtis,Chiroptera,Colombia,Casanare,Intendencia,Intendancy,COL_10,2015,Especimen,197,37,-71.901697,5.564647,3
"Molossus molossus (Pallas, 1766)",Molossus molossus,Chiroptera,Colombia,Casanare,Intendencia,Intendancy,COL_10,2015,Especimen,192,37,-71.874364,5.578164,3
"Myotis albescens (E.Geoffroy, 1806)",Myotis albescens,Chiroptera,Colombia,Casanare,Intendencia,Intendancy,COL_10,NA,Fotografia,362,37,-72.695444,4.952944,3
"Myotis nigricans (Schinz, 1821)",Myotis nigricans,Chiroptera,Colombia,Casanare,Intendencia,Intendancy,COL_10,2015,Especimen,194,37,-71.882172,5.588792,3
"Myotis oxyotus (Peters, 1867)",Myotis oxyotus,Chiroptera,Colombia,Casanare,Intendencia,Intendancy,COL_10,1995,Especimen,318,37,-72.667922,5.026654,3
"Myotis riparius Handley, 1960",Myotis riparius,Chiroptera,Colombia,Casanare,Intendencia,Intendancy,COL_10,2015,Especimen,194,37,-71.882172,5.588792,3
"Peropteryx macrotis (Wagner, 1843)",Peropteryx macrotis,Chiroptera,Colombia,Casanare,Intendencia,Intendancy,COL_10,2015,Especimen,197,37,-71.901697,5.564647,3
"Phyllostomus elongatus (E.Geoffroy, 1810)",Phyllostomus elongatus,Chiroptera,Colombia,Casanare,Intendencia,Intendancy,COL_10,2016,Especimen,280,37,-72.490028,5.230167,3
"Phyllostomus hastatus (Pallas, 1767)",Phyllostomus hastatus,Chiroptera,Colombia,Casanare,Intendencia,Intendancy,COL_10,2015,Especimen,280,37,-72.490694,5.23025,3
"Platyrrhinus brachycephalus (Rouk & Carter, 1972)",Platyrrhinus brachycephalus,Chiroptera,Colombia,Casanare,Intendencia,Intendancy,COL_10,2015,Especimen,197,37,-71.901697,5.564647,3
"Saccopteryx bilineata (Temminck, 1838)",Saccopteryx bilineata,Chiroptera,Colombia,Casanare,Intendencia,Intendancy,COL_10,2010,Especimen,109,37,-70.718361,5.342028,3
"Saccopteryx canescens Thomas, 1901",Saccopteryx canescens,Chiroptera,Colombia,Casanare,Intendencia,Intendancy,COL_10,2015,Especimen,194,37,-71.882172,5.588792,3
"Sphaeronycteris toxophyllum Peters, 1882",Sphaeronycteris toxophyllum,Chiroptera,Colombia,Casanare,Intendencia,Intendancy,COL_10,2015,Especimen,510,37,-72.097625,5.801611,3
"Sturnira lilium (E.Geoffroy, 1810)",Sturnira parvidens,Chiroptera,Colombia,Casanare,Intendencia,Intendancy,COL_10,2015,Especimen,197,37,-71.901697,5.564647,3
"Tonatia saurophila Koopman & Williams, 1951",Tonatia saurophila,Chiroptera,Colombia,Casanare,Intendencia,Intendancy,COL_10,2015,Especimen,270,37,-72.462333,5.233917,3
"Trachops cirrhosus (Spix, 1823)",Trachops cirrhosus,Chiroptera,Colombia,Casanare,Intendencia,Intendancy,COL_10,2015,Especimen,280,37,-72.490222,5.230917,3
"Uroderma convexum Lyon, 1902",Uroderma convexum,Chiroptera,Colombia,Casanare,Intendencia,Intendancy,COL_10,2010,Especimen,306,37,-72.689833,5.005361,3
"Uroderma magnirostrum Davis, 1968",Uroderma magnirostrum,Chiroptera,Colombia,Casanare,Intendencia,Intendancy,COL_10,2015,Especimen,368,37,-72.508767,5.229998,3
"Cabassous centralis (Miller, 1899)",Cabassous centralis,Cingulata,Colombia,Casanare,Intendencia,Intendancy,COL_10,1898,Especimen,207,37,-71.938056,5.604722,3
"Dasypus novemcinctus Linnaeus, 1758",Dasypus novemcinctus,Cingulata,Colombia,Casanare,Intendencia,Intendancy,COL_10,1973,Especimen,168,37,-72.222903,4.70858,3
"Dasypus sabanicola Mondolfi, 1968",Dasypus sabanicola,Cingulata,Colombia,Casanare,Intendencia,Intendancy,COL_10,1972,Especimen,150,37,-72.331746,4.36038,3
"Didelphis marsupialis Linnaeus, 1758",Didelphis marsupialis,Didelphimorphia,Colombia,Casanare,Intendencia,Intendancy,COL_10,1973,Especimen,168,37,-72.222903,4.70858,3
"Marmosa robinsoni Bangs, 1898",Marmosa robinsoni,Didelphimorphia,Colombia,Casanare,Intendencia,Intendancy,COL_10,2015,Especimen,197,37,-71.902128,5.564178,3
"Metachirus nudicaudatus (�.Geoffroy Saint-Hilaire, 1803)",Metachirus nudicaudatus,Didelphimorphia,Colombia,Casanare,Intendencia,Intendancy,COL_10,1971,Especimen,150,37,-72.331746,4.36038,3
"Sylvilagus brasiliensis (Linnaeus, 1758)",Sylvilagus brasiliensis,Lagomorpha,Colombia,Casanare,Intendencia,Intendancy,COL_10,2016,Fotografia,168,37,-72.17041,4.67934,3
"Myrmecophaga tridactyla Linnaeus, 1758",Myrmecophaga tridactyla,Pilosa,Colombia,Casanare,Intendencia,Intendancy,COL_10,1972,Especimen,215,37,-72.246456,5.242157,3
"Tamandua tetradactyla (Linnaeus, 1758)",Tamandua tetradactyla,Pilosa,Colombia,Casanare,Intendencia,Intendancy,COL_10,1972,Especimen,168,37,-72.222903,4.70858,3
"Alouatta seniculus (Linnaeus, 1766)",Alouatta seniculus,Primates,Colombia,Casanare,Intendencia,Intendancy,COL_10,1973,Especimen,168,37,-72.222903,4.70858,3
"Cebus capucinus (Linnaeus, 1758)",Cebus capucinus,Primates,Colombia,Casanare,Intendencia,Intendancy,COL_10,2011,Fotografia,698,37,-72.55323,5.20128,3
"Cebus apella (Linnaeus, 1758)",Sapajus apella,Primates,Colombia,Casanare,Intendencia,Intendancy,COL_10,1982,Especimen,131,37,-71.26163,4.77672,3
"Agouti paca (Linnaeus, 1766)",Cuniculus paca,Rodentia,Colombia,Casanare,Intendencia,Intendancy,COL_10,1968,Especimen,168,37,-72.222903,4.70858,3
"Dasyprocta fuliginosa Wagler, 1832",Dasyprocta fuliginosa,Rodentia,Colombia,Casanare,Intendencia,Intendancy,COL_10,1983,Especimen,131,37,-71.26163,4.77672,3
"Dasyprocta punctata Gray, 1842",Dasyprocta punctata,Rodentia,Colombia,Casanare,Intendencia,Intendancy,COL_10,2011,Fotografia,246,37,-72.51187,5.11395,3
"Sciurus igniventris Wagner, 1842",Hadrosciurus igniventris,Rodentia,Colombia,Casanare,Intendencia,Intendancy,COL_10,1973,Especimen,168,37,-72.222903,4.70858,3
"Oryzomys alfaroi (J.A.Allen, 1891)",Handleyomys alfaroi,Rodentia,Colombia,Casanare,Intendencia,Intendancy,COL_10,1911,Especimen,191,37,-72.1535,5.117618,3
"Hydrochoeris hydrochaeris Linnaeus, 1766",Hydrochoerus hydrochaeris,Rodentia,Colombia,Casanare,Intendencia,Intendancy,COL_10,1984,Especimen,108,37,-70.923454,5.135172,3
"Hydrochoerus isthmius Goldman, 1912",Hydrochoerus isthmius,Rodentia,Colombia,Casanare,Intendencia,Intendancy,COL_10,2009,Fotografia,698,37,-72.55323,5.20128,3
"Nectomys squamipes (Brants, 1827)",Nectomys grandis,Rodentia,Colombia,Casanare,Intendencia,Intendancy,COL_10,1973,Especimen,168,37,-72.222903,4.70858,3
"Mazama gouazoupira (G.Fischer, 1814)",Mazama murelia,Artiodactyla,Colombia,Huila,Departamento,Department,COL_17,1958,Especimen,1909,38,-76.083333,2.25,2
"Mazama rufina (Bourcier & Pucheran, 1852)",Mazama rufina,Artiodactyla,Colombia,Caldas,Departamento,Department,COL_8,2018,Especimen,3276,38,-75.238806,5.364139,2
"Mazama rufina (Bourcier & Pucheran, 1852)",Mazama rufina,Artiodactyla,Colombia,Cauca,Departamento,Department,COL_11,1958,Especimen,1587,38,-76.0702,2.5575,2
"Mazama rufina (Bourcier & Pucheran, 1852)",Mazama rufina,Artiodactyla,Colombia,Tolima,Departamento,Department,COL_29,NA,Especimen,3774,38,-75.316667,5.033333,2
"Odocoileus virginianus (Zimmermann, 1780)",Odocoileus virginianus,Artiodactyla,Colombia,Huila,Departamento,Department,COL_17,2015,Especimen,1807,38,-75.747583,3.027472,2
"Pudu mephistophiles (de Winton, 1896)",Pudu mephistophiles,Artiodactyla,Colombia,Risaralda,Departamento,Department,COL_25,2007,Especimen,3632,38,-75.444056,4.749917,2
"Pudu mephistophiles (de Winton, 1896)",Pudu mephistophiles,Artiodactyla,Colombia,Cauca,Departamento,Department,COL_11,1958,Especimen,2966,38,-76.3,2.483333,2
"Cerdocyon thous (Linnaeus, 1766)",Cerdocyon thous,Carnivora,Colombia,Caldas,Departamento,Department,COL_8,2018,Especimen,2804,38,-75.387308,5.026592,2
"Eira barbara (Linnaeus, 1758)",Eira barbara,Carnivora,Colombia,Tolima,Departamento,Department,COL_29,2008,Especimen,4472,38,-75.355583,4.84265,2
"Eira barbara (Linnaeus, 1758)",Eira barbara,Carnivora,Colombia,Caldas,Departamento,Department,COL_8,1979,Especimen,2297,38,-75.508339,4.93041,2
"Leopardus pardalis (Linnaeus, 1758)",Leopardus pardalis,Carnivora,Colombia,Caldas,Departamento,Department,COL_8,2009,Especimen,3359,38,-75.280278,5.299722,2
"Leopardus pardalis (Linnaeus, 1758)",Leopardus pardalis,Carnivora,Colombia,Huila,Departamento,Department,COL_17,2017,Fotografia,2558,38,-76.097194,1.581972,2
"Leopardus tigrinus (Schreber, 1775)",Leopardus tigrinus,Carnivora,Colombia,Risaralda,Departamento,Department,COL_25,2009,Especimen,3913,38,-75.412255,4.779593,2
"Leopardus tigrinus (Schreber, 1775)",Leopardus tigrinus,Carnivora,Colombia,Tolima,Departamento,Department,COL_29,2009,Especimen,4018,38,-75.354341,4.950273,2
